CustomerID,CustomerName,Segment,JoinDate
CUST00135,Customer 0135,Corporate,2023-11-27
CUST00136,Customer 0136,Consumer,2021-05-26
CUST00137,Customer 0137,Small Business,2022-11-01
CUST00138,Customer 0138,Consumer,2023-08-15
CUST00139,Customer 0139,Corporate,2021-04-28
CUST00140,Customer 0140,Consumer,2024-12-24
CUST00141,Customer 0141,Consumer,2022-07-05
CUST00142,Customer 0142,Consumer,2021-01-24
CUST00143,Customer 0143,Small Business,2023-08-20
CUST00144,Customer 0144,Consumer,2023-03-26
CUST00145,Customer 0145,Consumer,2023-07-24
CUST00146,Customer 0146,Consumer,2024-01-02
CUST00147,Customer 0147,Consumer,2022-11-26
CUST00148,Customer 0148,Consumer,2024-04-22
CUST00149,Customer 0149,Consumer,2022-06-25
CUST00150,Customer 0150,Consumer,2023-03-07
CUST00151,Customer 0151,Corporate,2021-08-20
CUST00152,Customer 0152,Small Business,2023-06-25
CUST00153,Customer 0153,Consumer,2022-01-17
CUST00154,Customer 0154,Consumer,2023-10-15
CUST00155,Customer 0155,Consumer,2024-03-15
CUST00156,Customer 0156,Corporate,2024-06-08
CUST00157,Customer 0157,Consumer,2024-09-18
CUST00158,Customer 0158,Corporate,2021-06-28
CUST00159,Customer 0159,Corporate,2021-07-21
CUST00160,Customer 0160,Corporate,2024-09-14
CUST00161,Customer 0161,Consumer,2022-07-11
CUST00162,Customer 0162,Small Business,2021-02-07
CUST00163,Customer 0163,Consumer,2022-02-24
CUST00164,Customer 0164,Consumer,2024-05-05
CUST00165,Customer 0165,Consumer,2022-06-03
CUST00166,Customer 0166,Consumer,2021-04-23
CUST00167,Customer 0167,Corporate,2023-11-21
CUST00168,Customer 0168,Corporate,2021-10-12
CUST00169,Customer 0169,Consumer,2022-05-31
CUST00170,Customer 0170,Small Business,2021-01-06
CUST00171,Customer 0171,Consumer,2023-05-29
CUST00172,Customer 0172,Consumer,2022-10-13
CUST00173,Customer 0173,Consumer,2024-06-19
CUST00174,Customer 0174,Small Business,2022-05-04
CUST00175,Customer 0175,Consumer,2021-10-26
CUST00176,Customer 0176,Consumer,2021-08-31
CUST00177,Customer 0177,Consumer,2021-10-20
CUST00178,Customer 0178,Small Business,2022-10-21
CUST00179,Customer 0179,Small Business,2021-05-08
CUST00180,Customer 0180,Corporate,2022-08-11
CUST00181,Customer 0181,Small Business,2024-06-01
CUST00182,Customer 0182,Small Business,2024-01-26
CUST00183,Customer 0183,Consumer,2023-07-20
CUST00184,Customer 0184,Consumer,2024-07-27
CUST00185,Customer 0185,Corporate,2024-02-14
CUST00186,Customer 0186,Corporate,2023-08-11
CUST00187,Customer 0187,Consumer,2024-06-14
CUST00188,Customer 0188,Consumer,2021-07-01
CUST00189,Customer 0189,Corporate,2024-04-09
CUST00190,Customer 0190,Consumer,2022-03-08
CUST00191,Customer 0191,Small Business,2023-12-07
CUST00192,Customer 0192,Consumer,2024-08-26
CUST00193,Customer 0193,Consumer,2022-12-26
CUST00194,Customer 0194,Corporate,2021-05-10
CUST00195,Customer 0195,Consumer,2022-06-25
CUST00196,Customer 0196,Consumer,2022-08-18
CUST00197,Customer 0197,Corporate,2024-09-29
CUST00198,Customer 0198,Small Business,2024-10-08
CUST00199,Customer 0199,Consumer,2023-04-10
CUST00200,Customer 0200,Consumer,2024-10-19
CUST00201,Customer 0201,Corporate,2022-09-29
CUST00202,Customer 0202,Small Business,2022-08-24
CUST00203,Customer 0203,Consumer,2024-05-06
CUST00204,Customer 0204,Consumer,2023-09-02
CUST00205,Customer 0205,Consumer,2023-02-02
CUST00206,Customer 0206,Consumer,2022-10-29
CUST00207,Customer 0207,Consumer,2023-10-28
CUST00208,Customer 0208,Corporate,2024-01-06
CUST00209,Customer 0209,Consumer,2022-12-18
CUST00210,Customer 0210,Consumer,2021-02-16
CUST00211,Customer 0211,Corporate,2021-05-29
CUST00212,Customer 0212,Corporate,2021-07-30
CUST00213,Customer 0213,Consumer,2022-11-06
CUST00214,Customer 0214,Corporate,2023-06-16
CUST00215,Customer 0215,Corporate,2024-03-19
CUST00216,Customer 0216,Corporate,2021-12-06
CUST00217,Customer 0217,Consumer,2024-02-23
CUST00218,Customer 0218,Consumer,2023-08-31
CUST00219,Customer 0219,Small Business,2021-03-17
CUST00220,Customer 0220,Consumer,2022-05-28
CUST00221,Customer 0221,Consumer,2022-03-18
CUST00222,Customer 0222,Consumer,2024-07-18
CUST00223,Customer 0223,Corporate,2024-09-06
CUST00224,Customer 0224,Small Business,2024-04-11
CUST00225,Customer 0225,Consumer,2023-02-10
CUST00226,Customer 0226,Small Business,2022-12-21
CUST00227,Customer 0227,Consumer,2022-03-31
CUST00228,Customer 0228,Consumer,2024-02-03
CUST00229,Customer 0229,Corporate,2021-05-06
CUST00230,Customer 0230,Consumer,2022-01-31
CUST00231,Customer 0231,Consumer,2021-07-17
CUST00232,Customer 0232,Consumer,2022-12-23
CUST00233,Customer 0233,Small Business,2022-03-14
CUST00234,Customer 0234,Corporate,2021-10-16
CUST00235,Customer 0235,Small Business,2022-07-04
CUST00236,Customer 0236,Corporate,2024-06-10
CUST00237,Customer 0237,Consumer,2023-03-26
CUST00238,Customer 0238,Corporate,2024-04-16
CUST00239,Customer 0239,Consumer,2024-08-27
CUST00240,Customer 0240,Consumer,2024-08-10
CUST00241,Customer 0241,Corporate,2022-05-28
CUST00242,Customer 0242,Corporate,2024-07-05
CUST00243,Customer 0243,Consumer,2024-08-20
CUST00244,Customer 0244,Consumer,2024-11-02
CUST00245,Customer 0245,Corporate,2022-05-28
CUST00246,Customer 0246,Small Business,2021-11-30
CUST00247,Customer 0247,Corporate,2023-05-04
CUST00248,Customer 0248,Consumer,2024-09-22
CUST00249,Customer 0249,Consumer,2024-08-07
CUST00250,Customer 0250,Consumer,2023-04-14
CUST00251,Customer 0251,Corporate,2021-08-06
CUST00252,Customer 0252,Small Business,2022-09-09
CUST00253,Customer 0253,Consumer,2023-11-09
CUST00254,Customer 0254,Consumer,2023-03-30
CUST00255,Customer 0255,Consumer,2022-05-20
CUST00256,Customer 0256,Corporate,2022-05-16
CUST00257,Customer 0257,Corporate,2021-03-29
CUST00258,Customer 0258,Consumer,2022-02-26
CUST00259,Customer 0259,Consumer,2023-09-05
CUST00260,Customer 0260,Corporate,2021-12-19
CUST00261,Customer 0261,Consumer,2024-12-21
CUST00262,Customer 0262,Corporate,2021-05-01
CUST00263,Customer 0263,Consumer,2023-05-10
CUST00264,Customer 0264,Consumer,2022-12-26
CUST00265,Customer 0265,Small Business,2024-05-01
CUST00266,Customer 0266,Consumer,2024-07-20
CUST00267,Customer 0267,Consumer,2023-03-05
CUST00268,Customer 0268,Consumer,2023-07-10
CUST00269,Customer 0269,Consumer,2023-10-18
CUST00270,Customer 0270,Consumer,2023-01-31
CUST00271,Customer 0271,Consumer,2021-09-27
CUST00272,Customer 0272,Consumer,2022-09-18
CUST00273,Customer 0273,Consumer,2021-12-19
CUST00274,Customer 0274,Corporate,2022-11-10
CUST00275,Customer 0275,Corporate,2023-06-18
CUST00276,Customer 0276,Consumer,2021-11-02
CUST00277,Customer 0277,Consumer,2021-12-31
CUST00278,Customer 0278,Consumer,2024-04-16
CUST00279,Customer 0279,Small Business,2022-07-06
CUST00280,Customer 0280,Small Business,2021-10-17
CUST00281,Customer 0281,Consumer,2023-11-08
CUST00282,Customer 0282,Consumer,2023-11-13
CUST00283,Customer 0283,Consumer,2024-04-21
CUST00284,Customer 0284,Consumer,2024-01-15
CUST00285,Customer 0285,Consumer,2024-12-19
CUST00286,Customer 0286,Consumer,2023-04-20
CUST00287,Customer 0287,Consumer,2022-02-23
CUST00288,Customer 0288,Consumer,2024-06-13
CUST00289,Customer 0289,Consumer,2022-01-22
CUST00290,Customer 0290,Consumer,2022-03-01
CUST00291,Customer 0291,Corporate,2024-04-24
CUST00292,Customer 0292,Consumer,2024-07-11
CUST00293,Customer 0293,Small Business,2022-05-11
CUST00294,Customer 0294,Consumer,2023-12-01
CUST00295,Customer 0295,Corporate,2024-09-08
CUST00296,Customer 0296,Small Business,2024-03-12
CUST00297,Customer 0297,Small Business,2021-01-08
CUST00298,Customer 0298,Corporate,2023-08-29
CUST00299,Customer 0299,Corporate,2021-09-06
CUST00300,Customer 0300,Corporate,2024-05-20
CUST00301,Customer 0301,Corporate,2021-04-08
CUST00302,Customer 0302,Consumer,2024-12-20
CUST00303,Customer 0303,Consumer,2021-09-16
CUST00304,Customer 0304,Consumer,2022-09-06
CUST00305,Customer 0305,Small Business,2021-12-08
CUST00306,Customer 0306,Consumer,2024-04-03
CUST00307,Customer 0307,Consumer,2022-07-29
CUST00308,Customer 0308,Corporate,2023-12-24
CUST00309,Customer 0309,Consumer,2021-04-09
CUST00310,Customer 0310,Consumer,2022-10-24
CUST00311,Customer 0311,Consumer,2024-08-23
CUST00312,Customer 0312,Consumer,2024-09-15
CUST00313,Customer 0313,Consumer,2021-11-01
CUST00314,Customer 0314,Consumer,2022-07-30
CUST00315,Customer 0315,Consumer,2022-08-21
CUST00316,Customer 0316,Consumer,2023-04-06
CUST00317,Customer 0317,Consumer,2023-02-24
CUST00318,Customer 0318,Corporate,2021-06-04
CUST00319,Customer 0319,Consumer,2024-01-19
CUST00320,Customer 0320,Small Business,2021-11-26
CUST00321,Customer 0321,Small Business,2022-04-05
CUST00322,Customer 0322,Consumer,2024-05-12
CUST00323,Customer 0323,Consumer,2023-10-04
CUST00324,Customer 0324,Consumer,2022-08-02
CUST00325,Customer 0325,Corporate,2024-08-25
CUST00326,Customer 0326,Corporate,2022-07-30
CUST00327,Customer 0327,Corporate,2023-04-06
CUST00328,Customer 0328,Consumer,2021-12-26
CUST00329,Customer 0329,Corporate,2021-09-25
CUST00330,Customer 0330,Consumer,2022-12-19
CUST00331,Customer 0331,Corporate,2023-04-03
CUST00332,Customer 0332,Consumer,2024-03-22
CUST00333,Customer 0333,Corporate,2022-07-25
CUST00334,Customer 0334,Small Business,2024-07-30
CUST00335,Customer 0335,Consumer,2023-06-06
CUST00336,Customer 0336,Corporate,2021-04-13
CUST00337,Customer 0337,Consumer,2023-12-16
CUST00338,Customer 0338,Corporate,2023-04-20
CUST00339,Customer 0339,Consumer,2022-07-23
CUST00340,Customer 0340,Small Business,2022-11-14
CUST00341,Customer 0341,Consumer,2022-03-17
CUST00342,Customer 0342,Small Business,2023-06-16
CUST00343,Customer 0343,Corporate,2023-04-08
CUST00344,Customer 0344,Corporate,2022-10-16
CUST00345,Customer 0345,Corporate,2022-02-21
CUST00346,Customer 0346,Corporate,2022-08-06
CUST00347,Customer 0347,Small Business,2022-12-28
CUST00348,Customer 0348,Consumer,2022-11-20
CUST00349,Customer 0349,Corporate,2022-03-28
CUST00350,Customer 0350,Consumer,2023-04-30
CUST00351,Customer 0351,Corporate,2021-11-27
CUST00352,Customer 0352,Consumer,2023-01-02
CUST00353,Customer 0353,Consumer,2021-06-27
CUST00354,Customer 0354,Consumer,2022-11-21
CUST00355,Customer 0355,Consumer,2024-02-19
CUST00356,Customer 0356,Consumer,2024-04-09
CUST00357,Customer 0357,Corporate,2023-10-12
CUST00358,Customer 0358,Corporate,2023-12-25
CUST00359,Customer 0359,Consumer,2021-04-07
CUST00360,Customer 0360,Corporate,2022-05-14
CUST00361,Customer 0361,Small Business,2023-08-14
CUST00362,Customer 0362,Consumer,2024-03-14
CUST00363,Customer 0363,Consumer,2023-05-01
CUST00364,Customer 0364,Consumer,2024-05-31
CUST00365,Customer 0365,Corporate,2022-02-03
CUST00366,Customer 0366,Consumer,2021-08-13
CUST00367,Customer 0367,Corporate,2021-05-07
CUST00368,Customer 0368,Corporate,2023-05-01
CUST00369,Customer 0369,Consumer,2023-08-30
CUST00370,Customer 0370,Small Business,2022-02-21
CUST00371,Customer 0371,Corporate,2024-02-19
CUST00372,Customer 0372,Consumer,2023-12-16
CUST00373,Customer 0373,Consumer,2022-06-10
CUST00374,Customer 0374,Consumer,2021-12-15
CUST00375,Customer 0375,Consumer,2023-12-20
CUST00376,Customer 0376,Consumer,2023-09-08
CUST00377,Customer 0377,Small Business,2021-09-07
CUST00378,Customer 0378,Consumer,2022-01-08
CUST00379,Customer 0379,Consumer,2022-12-11
CUST00380,Customer 0380,Corporate,2023-01-17
CUST00381,Customer 0381,Consumer,2021-08-31
CUST00382,Customer 0382,Small Business,2024-10-17
CUST00383,Customer 0383,Corporate,2022-07-22
CUST00384,Customer 0384,Consumer,2022-07-11
CUST00385,Customer 0385,Consumer,2021-03-30
CUST00386,Customer 0386,Small Business,2024-07-02
CUST00387,Customer 0387,Corporate,2021-12-10
CUST00388,Customer 0388,Small Business,2024-12-11
CUST00389,Customer 0389,Consumer,2022-12-26
CUST00390,Customer 0390,Small Business,2024-07-01
CUST00391,Customer 0391,Corporate,2021-09-19
CUST00392,Customer 0392,Consumer,2021-08-31
CUST00393,Customer 0393,Corporate,2024-03-15
CUST00394,Customer 0394,Corporate,2024-04-11
CUST00395,Customer 0395,Consumer,2023-03-04
CUST00396,Customer 0396,Consumer,2021-02-16
CUST00397,Customer 0397,Corporate,2024-10-09
CUST00398,Customer 0398,Consumer,2022-07-29
CUST00399,Customer 0399,Consumer,2024-09-28
CUST00400,Customer 0400,Consumer,2024-06-25
CUST00401,Customer 0401,Consumer,2024-05-28
CUST00402,Customer 0402,Small Business,2023-10-03
CUST00403,Customer 0403,Corporate,2023-09-10
CUST00404,Customer 0404,Consumer,2023-02-17
CUST00405,Customer 0405,Small Business,2021-02-06
CUST00406,Customer 0406,Small Business,2022-07-21
CUST00407,Customer 0407,Consumer,2023-12-03
CUST00408,Customer 0408,Corporate,2024-03-31
CUST00409,Customer 0409,Consumer,2023-03-28
CUST00410,Customer 0410,Small Business,2023-11-02
CUST00411,Customer 0411,Corporate,2021-02-01
CUST00412,Customer 0412,Corporate,2022-11-15
CUST00413,Customer 0413,Consumer,2023-01-12
CUST00414,Customer 0414,Small Business,2024-07-27
CUST00415,Customer 0415,Consumer,2022-03-31
CUST00416,Customer 0416,Consumer,2021-12-02
CUST00417,Customer 0417,Consumer,2022-05-30
CUST00418,Customer 0418,Corporate,2021-09-06
CUST00419,Customer 0419,Consumer,2023-03-27
CUST00420,Customer 0420,Small Business,2023-07-28
CUST00421,Customer 0421,Corporate,2024-03-15
CUST00422,Customer 0422,Consumer,2024-11-20
CUST00423,Customer 0423,Consumer,2021-04-18
CUST00424,Customer 0424,Consumer,2021-12-27
CUST00425,Customer 0425,Corporate,2022-03-16
CUST00426,Customer 0426,Corporate,2021-12-31
CUST00427,Customer 0427,Consumer,2024-04-22
CUST00428,Customer 0428,Corporate,2021-07-23
CUST00429,Customer 0429,Consumer,2021-02-13
CUST00430,Customer 0430,Corporate,2024-06-10
CUST00431,Customer 0431,Small Business,2024-11-04
CUST00432,Customer 0432,Corporate,2021-11-27
CUST00433,Customer 0433,Corporate,2022-05-01
CUST00434,Customer 0434,Corporate,2023-01-05
CUST00435,Customer 0435,Consumer,2023-02-07
CUST00436,Customer 0436,Consumer,2024-12-17
CUST00437,Customer 0437,Consumer,2022-08-14
CUST00438,Customer 0438,Consumer,2021-01-18
CUST00439,Customer 0439,Corporate,2022-09-10
CUST00440,Customer 0440,Corporate,2023-03-24
CUST00441,Customer 0441,Small Business,2023-01-25
CUST00442,Customer 0442,Consumer,2023-01-18
CUST00443,Customer 0443,Corporate,2024-09-09
CUST00444,Customer 0444,Consumer,2024-03-24
CUST00445,Customer 0445,Consumer,2022-01-03
CUST00446,Customer 0446,Corporate,2022-06-03
CUST00447,Customer 0447,Small Business,2023-09-02
CUST00448,Customer 0448,Corporate,2022-08-23
CUST00449,Customer 0449,Consumer,2022-09-18
CUST00450,Customer 0450,Corporate,2021-09-03
CUST00451,Customer 0451,Consumer,2022-01-07
CUST00452,Customer 0452,Small Business,2023-12-18
CUST00453,Customer 0453,Corporate,2024-05-15
CUST00454,Customer 0454,Consumer,2024-02-20
CUST00455,Customer 0455,Consumer,2022-03-26
CUST00456,Customer 0456,Consumer,2021-07-19
CUST00457,Customer 0457,Small Business,2021-08-22
CUST00458,Customer 0458,Consumer,2022-07-29
CUST00459,Customer 0459,Corporate,2023-01-26
CUST00460,Customer 0460,Corporate,2024-07-27
CUST00461,Customer 0461,Consumer,2024-08-05
CUST00462,Customer 0462,Consumer,2021-01-04
CUST00463,Customer 0463,Small Business,2023-10-31
CUST00464,Customer 0464,Consumer,2022-03-13
CUST00465,Customer 0465,Consumer,2021-10-16
CUST00466,Customer 0466,Corporate,2023-03-22
CUST00467,Customer 0467,Corporate,2021-02-19
CUST00468,Customer 0468,Small Business,2022-05-03
CUST00469,Customer 0469,Consumer,2023-03-18
CUST00470,Customer 0470,Consumer,2022-02-02
CUST00471,Customer 0471,Consumer,2023-05-17
CUST00472,Customer 0472,Consumer,2022-11-03
CUST00473,Customer 0473,Consumer,2024-03-13
CUST00474,Customer 0474,Consumer,2021-09-23
CUST00475,Customer 0475,Consumer,2021-03-25
CUST00476,Customer 0476,Consumer,2023-02-13
CUST00477,Customer 0477,Consumer,2022-01-11
CUST00478,Customer 0478,Corporate,2023-10-29
CUST00479,Customer 0479,Corporate,2021-05-17
CUST00480,Customer 0480,Consumer,2023-04-20
CUST00481,Customer 0481,Consumer,2024-12-16
CUST00482,Customer 0482,Consumer,2021-05-16
CUST00483,Customer 0483,Corporate,2022-03-17
CUST00484,Customer 0484,Consumer,2024-05-17
CUST00485,Customer 0485,Consumer,2023-02-19
CUST00486,Customer 0486,Consumer,2021-09-13
CUST00487,Customer 0487,Consumer,2021-11-08
CUST00488,Customer 0488,Consumer,2024-01-22
CUST00489,Customer 0489,Consumer,2024-06-10
CUST00490,Customer 0490,Consumer,2022-06-11
CUST00491,Customer 0491,Corporate,2022-11-23
CUST00492,Customer 0492,Corporate,2024-02-17
CUST00493,Customer 0493,Corporate,2021-09-16
CUST00494,Customer 0494,Consumer,2021-10-29
CUST00495,Customer 0495,Corporate,2024-02-05
CUST00496,Customer 0496,Consumer,2021-09-30
CUST00497,Customer 0497,Consumer,2024-01-31
CUST00498,Customer 0498,Corporate,2022-12-27
CUST00499,Customer 0499,Consumer,2024-12-16
CUST00500,Customer 0500,Consumer,2021-02-18
CUST00501,Customer 0501,Corporate,2024-10-13
CUST00502,Customer 0502,Small Business,2021-11-25
CUST00503,Customer 0503,Small Business,2021-02-21
CUST00504,Customer 0504,Consumer,2023-11-24
CUST00505,Customer 0505,Consumer,2023-02-17
CUST00506,Customer 0506,Corporate,2024-05-07
CUST00507,Customer 0507,Consumer,2021-06-08
CUST00508,Customer 0508,Corporate,2021-04-28
CUST00509,Customer 0509,Consumer,2023-04-09
CUST00510,Customer 0510,Consumer,2024-07-11
CUST00511,Customer 0511,Consumer,2022-08-16
CUST00512,Customer 0512,Corporate,2024-03-10
CUST00513,Customer 0513,Consumer,2024-08-16
CUST00514,Customer 0514,Consumer,2024-06-23
CUST00515,Customer 0515,Consumer,2023-01-13
CUST00516,Customer 0516,Consumer,2023-10-17
CUST00517,Customer 0517,Consumer,2023-02-07
CUST00518,Customer 0518,Corporate,2023-09-12
CUST00519,Customer 0519,Consumer,2023-04-08
CUST00520,Customer 0520,Corporate,2023-02-06
CUST00521,Customer 0521,Small Business,2022-09-30
CUST00522,Customer 0522,Consumer,2023-08-12
CUST00523,Customer 0523,Consumer,2024-01-02
CUST00524,Customer 0524,Corporate,2024-09-03
CUST00525,Customer 0525,Consumer,2023-06-15
CUST00526,Customer 0526,Consumer,2021-05-27
CUST00527,Customer 0527,Small Business,2023-05-08
CUST00528,Customer 0528,Small Business,2022-04-07
CUST00529,Customer 0529,Corporate,2021-02-09
CUST00530,Customer 0530,Consumer,2021-04-16
CUST00531,Customer 0531,Corporate,2023-05-14
CUST00532,Customer 0532,Corporate,2024-10-11
CUST00533,Customer 0533,Consumer,2023-01-09
CUST00534,Customer 0534,Corporate,2022-10-13
CUST00535,Customer 0535,Consumer,2021-05-10
CUST00536,Customer 0536,Consumer,2023-09-14
CUST00537,Customer 0537,Consumer,2021-03-22
CUST00538,Customer 0538,Consumer,2024-05-13
CUST00539,Customer 0539,Consumer,2024-04-06
CUST00540,Customer 0540,Corporate,2024-12-17
CUST00541,Customer 0541,Small Business,2022-02-20
CUST00542,Customer 0542,Consumer,2021-08-25
CUST00543,Customer 0543,Corporate,2022-03-14
CUST00544,Customer 0544,Small Business,2024-03-13
CUST00545,Customer 0545,Consumer,2021-11-16
CUST00546,Customer 0546,Consumer,2024-07-19
CUST00547,Customer 0547,Consumer,2021-08-14
CUST00548,Customer 0548,Consumer,2021-03-13
CUST00549,Customer 0549,Corporate,2021-11-17
CUST00550,Customer 0550,Consumer,2024-01-06
CUST00551,Customer 0551,Consumer,2023-05-30
CUST00552,Customer 0552,Consumer,2022-06-02
CUST00553,Customer 0553,Consumer,2023-08-16
CUST00554,Customer 0554,Small Business,2023-08-05
CUST00555,Customer 0555,Consumer,2023-03-21
CUST00556,Customer 0556,Consumer,2023-01-21
CUST00557,Customer 0557,Consumer,2021-05-29
CUST00558,Customer 0558,Consumer,2022-01-15
