OrderID,OrderDate,CustomerID,ProductID,BranchID,Quantity,GrossSales,DiscountPct,Amount,Cost,Profit,OrderStatus
ORD000085,2025-01-16,CUST00451,PROD0078,B003,2,1057.88,0.1,952.1,1147.95,-195.85,Completed
ORD000089,2025-04-08,CUST00591,PROD0047,B002,2,620.39,0.0,620.39,359.3,261.09,Completed
ORD000097,2025-08-20,CUST00589,PROD0108,B005,5,4549.41,0.15,3867.0,2617.12,1249.88,Completed
ORD000099,2025-08-14,CUST00595,PROD0108,B004,3,2729.65,0.1,2456.68,1570.27,886.41,Completed
ORD000108,2025-01-23,CUST00306,PROD0117,B001,2,1544.53,0.1,1390.08,952.25,437.83,Completed
ORD000112,2025-09-22,CUST01377,PROD0120,B004,4,2276.66,0.15,1935.16,1467.78,467.38,Completed
ORD000118,2025-09-25,CUST01690,PROD0057,B001,1,1005.1,0.15,854.34,648.95,205.39,Completed
ORD000119,2025-12-26,CUST01811,PROD0063,B001,2,265.36,0.25,199.02,200.93,-1.91,Completed
ORD000120,2025-10-25,CUST00607,PROD0120,B001,5,2845.83,0.0,2845.83,1834.73,1011.1,Completed
ORD000131,2025-08-10,CUST00805,PROD0090,B004,5,1599.39,0.0,1599.39,1000.91,598.48,Completed
ORD000135,2025-01-18,CUST02347,PROD0078,B003,5,4659.77,0.0,4659.77,2869.89,1789.88,Completed
ORD000151,2025-12-12,CUST00870,PROD0040,B002,2,1981.35,0.2,1585.08,1080.7,504.38,Completed
ORD000154,2025-09-03,CUST01197,PROD0021,B003,5,4225.8,0.25,3169.35,2567.89,601.46,Completed
ORD000161,2025-06-13,CUST00842,PROD0093,B004,2,1732.71,0.1,1559.43,1271.34,288.09,Completed
ORD000164,2025-12-25,CUST00124,PROD0023,B001,2,2546.11,0.05,2418.81,1573.84,844.97,Completed
ORD000165,2025-07-21,CUST00565,PROD0003,B004,2,755.58,0.0,755.58,535.46,220.12,Completed
ORD000167,2025-06-20,CUST00278,PROD0111,B001,2,3669.64,0.05,3486.16,2214.12,1272.04,Completed
ORD000168,2025-02-13,CUST01207,PROD0024,B005,2,2564.07,0.1,2307.66,1406.19,901.47,Completed
ORD000169,2025-03-07,CUST02474,PROD0076,B001,5,1499.88,0.1,1349.89,1200.24,149.65,Completed
ORD000171,2025-01-11,CUST00682,PROD0082,B003,1,2094.53,0.05,1989.8,1133.66,856.14,Completed
ORD000172,2025-04-12,CUST01774,PROD0066,B003,2,2796.43,0.0,2796.43,2008.98,787.45,Completed
ORD000175,2025-08-15,CUST02495,PROD0079,B005,2,346.61,0.25,259.95,233.14,26.81,Completed
ORD000176,2025-05-05,CUST02171,PROD0115,B002,4,2986.19,0.0,2986.19,1842.61,1143.58,Completed
ORD000177,2025-12-31,CUST01712,PROD0017,B002,5,4347.97,0.05,4130.57,3159.89,970.68,Completed
ORD000182,2025-05-18,CUST01448,PROD0049,B003,2,2665.44,0.1,2398.9,1542.16,856.74,Completed
ORD000183,2025-09-21,CUST02352,PROD0047,B002,1,310.2,0.05,294.68,179.65,115.03,Completed
ORD000185,2025-03-18,CUST00687,PROD0054,B003,2,2255.35,0.1,2029.82,1524.07,505.75,Completed
ORD000186,2025-10-25,CUST01006,PROD0036,B001,5,1416.8,0.15,1204.28,766.09,438.19,Completed
ORD000192,2025-08-16,CUST01939,PROD0090,B001,2,639.76,0.15,543.79,400.36,143.43,Completed
ORD000193,2025-12-04,CUST00314,PROD0039,B001,1,1482.69,0.1,1334.42,826.25,508.17,Completed
ORD000199,2025-03-21,CUST01702,PROD0069,B002,5,6325.17,0.0,6325.17,3432.19,2892.98,Completed
ORD000202,2025-10-12,CUST02500,PROD0077,B001,5,1520.11,0.1,1368.1,1230.26,137.84,Completed
ORD000213,2025-07-09,CUST00628,PROD0033,B003,4,2401.36,0.05,2281.3,1532.97,748.33,Completed
ORD000218,2025-12-19,CUST02452,PROD0106,B001,5,3592.9,0.2,2874.32,2156.1,718.22,Completed
ORD000220,2025-11-10,CUST00398,PROD0085,B002,3,129.15,0.05,122.7,102.34,20.36,Completed
ORD000230,2025-06-17,CUST01658,PROD0063,B004,4,349.07,0.0,349.07,401.86,-52.79,Completed
ORD000232,2025-08-08,CUST01008,PROD0098,B001,4,3997.57,0.05,3797.69,2235.32,1562.37,Completed
ORD000233,2025-02-15,CUST01816,PROD0117,B001,1,772.26,0.1,695.04,476.12,218.92,Completed
ORD000236,2025-07-08,CUST01523,PROD0040,B002,3,2972.02,0.1,2674.82,1621.06,1053.76,Completed
ORD000250,2025-11-13,CUST01454,PROD0050,B002,2,2198.28,0.2,1758.62,1268.54,490.08,Completed
ORD000254,2025-03-22,CUST01609,PROD0109,B004,5,6779.33,0.1,6101.4,4875.55,1225.85,Completed
ORD000256,2025-06-16,CUST01127,PROD0027,B001,5,3421.89,0.1,3079.7,2478.73,600.97,Completed
ORD000258,2025-06-13,CUST02341,PROD0041,B001,1,115.08,0.1,103.57,62.49,41.08,Completed
ORD000260,2025-01-09,CUST00768,PROD0068,B002,2,2049.87,0.1,1844.88,1646.73,198.15,Completed
ORD000261,2025-03-20,CUST00105,PROD0070,B002,1,200.52,0.2,160.42,137.59,22.83,Completed
ORD000272,2025-12-26,CUST00830,PROD0106,B004,5,3592.9,0.2,2874.32,2156.1,718.22,Completed
ORD000273,2025-07-03,CUST00118,PROD0114,B001,5,6872.68,0.05,6529.04,5215.83,1313.21,Completed
ORD000275,2025-02-10,CUST00963,PROD0067,B001,2,1813.62,0.0,1813.62,994.65,818.97,Completed
ORD000276,2025-09-11,CUST02166,PROD0015,B001,4,5684.27,0.2,4547.41,3534.91,1012.5,Completed
ORD000277,2025-02-14,CUST01432,PROD0038,B003,2,119.86,0.0,119.86,81.42,38.44,Completed
ORD000278,2025-09-22,CUST01688,PROD0020,B005,1,760.64,0.1,684.58,547.73,136.85,Completed
ORD000280,2025-03-04,CUST00431,PROD0084,B001,2,1036.54,0.0,1036.54,765.25,271.29,Completed
ORD000289,2025-07-04,CUST00270,PROD0048,B002,4,3553.47,0.0,3553.47,2461.98,1091.49,Completed
ORD000290,2025-04-05,CUST00734,PROD0117,B002,5,3861.32,0.1,3475.19,2380.62,1094.57,Completed
ORD000300,2025-12-04,CUST00757,PROD0040,B005,1,990.67,0.05,941.14,540.35,400.79,Completed
ORD000302,2025-03-21,CUST01522,PROD0061,B002,4,1792.8,0.2,1434.24,1260.1,174.14,Completed
ORD000304,2025-05-02,CUST00604,PROD0078,B001,5,4659.77,0.1,4193.8,2869.89,1323.91,Completed
ORD000313,2025-12-20,CUST00403,PROD0054,B002,2,2255.35,0.15,1917.05,1524.07,392.98,Completed
ORD000316,2025-04-30,CUST00174,PROD0046,B004,4,893.34,0.15,759.34,674.21,85.13,Completed
ORD000317,2025-12-29,CUST00510,PROD0092,B005,3,313.33,0.15,266.33,199.91,66.42,Completed
ORD000324,2025-09-23,CUST01804,PROD0089,B001,3,1030.0,0.05,978.5,676.76,301.74,Completed
ORD000341,2025-12-15,CUST00677,PROD0058,B004,3,938.27,0.1,844.44,523.75,320.69,Completed
ORD000343,2025-04-19,CUST00437,PROD0108,B005,4,3639.53,0.0,3639.53,2093.7,1545.83,Completed
ORD000344,2025-02-13,CUST01615,PROD0003,B001,1,377.79,0.15,321.12,267.73,53.39,Completed
ORD000346,2025-12-17,CUST02025,PROD0039,B004,3,4448.07,0.1,4003.26,2478.74,1524.52,Completed
ORD000353,2025-08-26,CUST00809,PROD0101,B005,2,1292.78,0.25,969.58,921.0,48.58,Completed
ORD000356,2025-07-03,CUST00907,PROD0064,B001,3,2775.68,0.15,2359.33,2109.86,249.47,Completed
ORD000358,2025-02-23,CUST00818,PROD0088,B001,2,897.74,0.0,897.74,579.21,318.53,Completed
ORD000360,2025-04-13,CUST00624,PROD0035,B002,3,1741.24,0.05,1654.18,1306.85,347.33,Completed
ORD000361,2025-09-11,CUST02289,PROD0103,B002,1,872.66,0.25,654.49,516.43,138.06,Completed
ORD000366,2025-05-26,CUST00726,PROD0070,B005,4,802.1,0.15,681.78,550.37,131.41,Completed
ORD000367,2025-06-27,CUST01137,PROD0017,B002,5,4347.97,0.05,4130.57,3159.89,970.68,Completed
ORD000376,2025-11-13,CUST02377,PROD0054,B003,1,1127.68,0.1,1014.91,762.03,252.88,Completed
ORD000379,2025-07-14,CUST01035,PROD0005,B003,3,3667.18,0.1,3300.47,2261.19,1039.28,Completed
ORD000382,2025-05-23,CUST01773,PROD0036,B001,3,850.08,0.05,807.58,459.65,347.93,Completed
ORD000383,2025-11-04,CUST01630,PROD0111,B003,5,9174.1,0.1,8256.69,5535.31,2721.38,Completed
ORD000386,2025-06-16,CUST01520,PROD0106,B004,4,2874.32,0.0,2874.32,1724.88,1149.44,Completed
ORD000389,2025-09-03,CUST01779,PROD0013,B001,1,676.55,0.1,608.9,457.72,151.18,Completed
ORD000390,2025-04-02,CUST01993,PROD0015,B004,1,1421.07,0.15,1207.91,883.73,324.18,Completed
ORD000395,2025-12-26,CUST00039,PROD0063,B003,1,132.68,0.05,126.05,100.47,25.58,Completed
ORD000401,2025-05-03,CUST00038,PROD0100,B001,4,2377.82,0.15,2021.15,2533.12,-511.97,Completed
ORD000408,2025-03-15,CUST01716,PROD0116,B001,3,786.52,0.2,629.22,645.27,-16.05,Completed
ORD000419,2025-06-09,CUST01234,PROD0090,B001,1,319.88,0.0,319.88,200.18,119.7,Completed
ORD000422,2025-06-19,CUST01866,PROD0100,B004,1,810.99,0.05,770.44,633.28,137.16,Completed
ORD000428,2025-10-06,CUST00286,PROD0021,B004,1,845.16,0.1,760.64,513.58,247.06,Completed
ORD000429,2025-07-02,CUST02269,PROD0073,B003,3,548.4,0.1,493.57,359.92,133.65,Completed
ORD000431,2025-04-04,CUST01818,PROD0041,B004,4,460.31,0.0,460.31,249.96,210.35,Completed
ORD000441,2025-04-08,CUST02223,PROD0013,B005,5,3382.77,0.0,3382.77,2288.62,1094.15,Completed
ORD000446,2025-12-09,CUST00831,PROD0070,B004,3,601.57,0.0,601.57,412.77,188.8,Completed
ORD000447,2025-11-11,CUST00488,PROD0026,B003,3,1180.52,0.0,1180.52,852.89,327.63,Completed
ORD000453,2025-05-09,CUST02119,PROD0065,B001,4,5405.34,0.0,5405.34,4044.87,1360.47,Completed
ORD000457,2025-06-29,CUST00335,PROD0093,B005,3,2599.06,0.1,2339.15,1907.02,432.13,Completed
ORD000459,2025-05-18,CUST01943,PROD0106,B005,2,1437.16,0.1,1293.45,862.44,431.01,Completed
ORD000464,2025-03-18,CUST00985,PROD0069,B003,5,6325.17,0.15,5376.4,3432.19,1944.21,Completed
ORD000467,2025-09-02,CUST01631,PROD0093,B002,2,1732.71,0.1,1559.43,1271.34,288.09,Completed
ORD000469,2025-07-25,CUST00189,PROD0011,B003,2,1695.9,0.0,1695.9,1315.25,380.65,Completed
ORD000475,2025-08-30,CUST01349,PROD0017,B004,4,3478.37,0.15,2956.62,2527.92,428.7,Completed
ORD000478,2025-10-01,CUST02270,PROD0056,B003,1,1411.72,0.1,1270.55,1057.64,212.91,Completed
ORD000483,2025-10-24,CUST01566,PROD0021,B001,4,3380.64,0.0,3380.64,2054.31,1326.33,Completed
ORD000493,2025-03-07,CUST00564,PROD0093,B001,2,1732.71,0.0,1732.71,1271.34,461.37,Completed
ORD000499,2025-02-03,CUST00895,PROD0079,B001,1,173.3,0.05,164.64,116.57,48.07,Completed
ORD000513,2025-07-25,CUST00659,PROD0036,B002,5,1416.8,0.25,1062.6,766.09,296.51,Completed
ORD000516,2025-07-24,CUST01626,PROD0083,B004,4,6616.75,0.2,5293.4,4485.91,807.49,Completed
ORD000518,2025-11-19,CUST00708,PROD0113,B002,2,2508.37,0.1,2257.53,1813.91,443.62,Completed
ORD000521,2025-04-13,CUST01631,PROD0102,B003,4,3085.61,0.05,2931.33,1779.46,1151.87,Completed
ORD000526,2025-08-23,CUST01821,PROD0011,B004,1,847.95,0.15,720.76,657.62,63.14,Completed
ORD000533,2025-12-31,CUST01497,PROD0076,B001,2,599.95,0.1,539.96,480.1,59.86,Completed
ORD000540,2025-04-06,CUST00444,PROD0003,B001,1,377.79,0.0,377.79,267.73,110.06,Completed
ORD000546,2025-10-26,CUST02096,PROD0045,B001,1,1004.75,0.0,1004.75,716.56,288.19,Completed
ORD000549,2025-11-28,CUST01642,PROD0079,B004,3,519.91,0.15,441.92,349.71,92.21,Completed
ORD000559,2025-01-09,CUST01767,PROD0043,B002,4,1165.59,0.05,1107.31,714.58,392.73,Completed
ORD000560,2025-05-27,CUST00947,PROD0029,B005,2,916.01,0.1,824.41,531.7,292.71,Completed
ORD000562,2025-04-25,CUST00625,PROD0009,B002,1,319.28,0.1,287.36,195.53,91.83,Completed
ORD000565,2025-11-08,CUST02264,PROD0120,B005,2,1138.33,0.05,1081.42,733.89,347.53,Completed
ORD000567,2025-11-28,CUST01723,PROD0089,B004,4,1373.33,0.15,1167.33,902.35,264.98,Completed
ORD000578,2025-07-03,CUST00334,PROD0024,B003,1,1282.03,0.15,1089.73,703.09,386.64,Completed
ORD000581,2025-02-05,CUST01811,PROD0015,B005,1,1421.07,0.15,1207.91,883.73,324.18,Completed
ORD000585,2025-10-06,CUST01320,PROD0075,B003,3,4241.7,0.0,4241.7,3277.37,964.33,Completed
ORD000590,2025-04-20,CUST02278,PROD0084,B004,5,2591.35,0.05,2461.78,1913.12,548.66,Completed
ORD000594,2025-12-26,CUST01810,PROD0012,B003,1,129.62,0.05,123.14,87.57,35.57,Completed
ORD000595,2025-11-07,CUST01848,PROD0020,B004,4,3042.55,0.1,2738.3,2190.93,547.37,Completed
ORD000597,2025-12-11,CUST02166,PROD0094,B002,1,195.28,0.25,146.46,117.02,29.44,Completed
ORD000598,2025-06-06,CUST01422,PROD0082,B001,1,2094.53,0.15,1780.35,1133.66,646.69,Completed
ORD000601,2025-12-09,CUST02222,PROD0089,B001,1,343.33,0.0,343.33,225.59,117.74,Completed
ORD000602,2025-08-20,CUST02478,PROD0033,B001,4,2401.36,0.2,1921.09,1532.97,388.12,Completed
ORD000603,2025-08-29,CUST00402,PROD0070,B004,1,200.52,0.1,180.47,137.59,42.88,Completed
ORD000605,2025-05-06,CUST00818,PROD0009,B003,3,957.85,0.15,814.18,586.58,227.6,Completed
ORD000615,2025-12-21,CUST00617,PROD0023,B005,4,5092.22,0.05,4837.62,3147.68,1689.94,Completed
ORD000616,2025-01-26,CUST02115,PROD0009,B001,1,319.28,0.15,271.39,195.53,75.86,Completed
ORD000617,2025-03-28,CUST00700,PROD0114,B005,2,2749.07,0.2,2199.26,2086.33,112.93,Completed
ORD000622,2025-01-03,CUST02246,PROD0091,B003,1,413.67,0.15,351.63,315.29,36.34,Completed
ORD000623,2025-02-16,CUST01516,PROD0033,B002,2,1200.68,0.1,1080.62,766.49,314.13,Completed
ORD000624,2025-07-01,CUST01895,PROD0113,B005,1,1254.18,0.2,1003.35,906.95,96.4,Completed
ORD000628,2025-10-09,CUST02009,PROD0037,B005,4,2318.69,0.05,2202.76,1930.23,272.53,Completed
ORD000637,2025-05-01,CUST01750,PROD0046,B003,4,893.34,0.2,714.67,674.21,40.46,Completed
ORD000655,2025-03-24,CUST01558,PROD0036,B005,1,283.36,0.1,255.03,153.22,101.81,Completed
ORD000657,2025-02-15,CUST00394,PROD0052,B001,4,2642.73,0.05,2510.6,1813.4,697.2,Completed
ORD000663,2025-03-03,CUST01991,PROD0026,B001,4,1574.03,0.0,1574.03,1137.19,436.84,Completed
ORD000667,2025-02-07,CUST01730,PROD0014,B001,3,4142.63,0.15,3521.24,2371.81,1149.43,Completed
ORD000671,2025-09-17,CUST01608,PROD0097,B004,2,3522.34,0.15,2993.99,2169.23,824.76,Completed
ORD000673,2025-05-01,CUST02443,PROD0110,B003,3,2390.14,0.1,2151.13,1389.57,761.56,Completed
ORD000675,2025-11-22,CUST00961,PROD0009,B003,2,638.57,0.15,542.79,391.05,151.74,Completed
ORD000677,2025-11-16,CUST02116,PROD0029,B002,4,1832.02,0.15,1557.22,1063.4,493.82,Completed
ORD000679,2025-03-22,CUST00476,PROD0118,B003,5,1449.42,0.1,1304.48,970.84,333.64,Completed
ORD000688,2025-06-22,CUST02435,PROD0096,B002,5,8884.61,0.0,8884.61,5172.37,3712.24,Completed
ORD000698,2025-04-08,CUST00876,PROD0015,B001,3,4263.2,0.0,4263.2,2651.18,1612.02,Completed
ORD000708,2025-05-30,CUST01850,PROD0051,B004,5,4480.46,0.05,4256.44,2970.26,1286.18,Completed
ORD000710,2025-05-18,CUST01978,PROD0020,B002,3,2281.92,0.05,2167.82,1643.2,524.62,Completed
ORD000711,2025-01-13,CUST00423,PROD0027,B001,3,2053.13,0.05,1950.48,1487.24,463.24,Completed
ORD000713,2025-11-22,CUST01743,PROD0033,B003,1,600.34,0.2,480.27,383.24,97.03,Completed
ORD000714,2025-10-29,CUST01409,PROD0106,B001,5,3592.9,0.15,3053.97,2156.1,897.87,Completed
ORD000716,2025-05-21,CUST01935,PROD0093,B004,5,4331.76,0.15,3682.0,3178.36,503.64,Completed
ORD000717,2025-11-09,CUST02226,PROD0101,B003,4,2585.55,0.0,2585.55,1842.01,743.54,Completed
ORD000725,2025-10-27,CUST02414,PROD0006,B001,2,1338.93,0.05,1271.98,971.81,300.17,Completed
ORD000730,2025-12-20,CUST02254,PROD0011,B003,1,847.95,0.2,678.36,657.62,20.74,Completed
ORD000731,2025-02-11,CUST01137,PROD0090,B004,1,319.88,0.0,319.88,200.18,119.7,Completed
ORD000735,2025-03-19,CUST02450,PROD0061,B002,5,2241.0,0.0,2241.0,1575.12,665.88,Completed
ORD000739,2025-07-03,CUST01847,PROD0097,B005,2,3522.34,0.15,2993.99,2169.23,824.76,Completed
ORD000753,2025-04-18,CUST01923,PROD0060,B003,1,89.53,0.1,80.57,58.78,21.79,Completed
ORD000757,2025-04-10,CUST00369,PROD0053,B005,3,1667.51,0.15,1417.39,1084.81,332.58,Completed
ORD000758,2025-05-03,CUST01329,PROD0008,B004,3,796.66,0.1,716.99,656.72,60.27,Completed
ORD000760,2025-08-10,CUST00017,PROD0078,B005,3,2795.86,0.05,2656.07,1721.93,934.14,Completed
ORD000763,2025-08-30,CUST01056,PROD0119,B002,3,1795.75,0.0,1795.75,1302.93,492.82,Completed
ORD000764,2025-09-15,CUST00582,PROD0059,B004,5,4875.0,0.1,4387.5,3083.56,1303.94,Completed
ORD000768,2025-12-09,CUST01447,PROD0101,B004,1,646.39,0.2,517.11,460.5,56.61,Completed
ORD000769,2025-12-23,CUST02387,PROD0104,B001,1,1132.13,0.1,1018.92,1059.57,-40.65,Completed
ORD000773,2025-03-07,CUST01624,PROD0023,B002,1,1273.06,0.0,1273.06,786.92,486.14,Completed
ORD000780,2025-10-08,CUST00860,PROD0042,B001,3,4360.58,0.1,3924.52,3193.16,731.36,Completed
ORD000793,2025-01-20,CUST01528,PROD0043,B003,4,1165.59,0.1,1049.03,714.58,334.45,Completed
ORD000797,2025-07-07,CUST00895,PROD0082,B005,3,6283.58,0.0,6283.58,3400.99,2882.59,Completed
ORD000800,2025-12-16,CUST00215,PROD0007,B001,4,190.83,0.2,152.66,143.01,9.65,Completed
ORD000805,2025-07-28,CUST01650,PROD0091,B005,5,2068.37,0.1,1861.54,1576.45,285.09,Completed
ORD000820,2025-08-16,CUST01926,PROD0087,B005,2,2362.13,0.05,2244.02,1649.39,594.63,Completed
ORD000831,2025-01-22,CUST00035,PROD0098,B005,4,3997.57,0.1,3597.81,2235.32,1362.49,Completed
ORD000832,2025-04-20,CUST00529,PROD0063,B004,2,265.36,0.0,265.36,200.93,64.43,Completed
ORD000833,2025-12-13,CUST01488,PROD0020,B003,2,1521.28,0.05,1445.21,1095.47,349.74,Completed
ORD000838,2025-08-04,CUST00336,PROD0077,B001,3,912.07,0.0,912.07,738.16,173.91,Completed
ORD000844,2025-02-25,CUST02018,PROD0075,B001,2,2827.8,0.1,2545.02,2184.91,360.11,Completed
ORD000845,2025-08-12,CUST01432,PROD0021,B001,3,2535.48,0.25,1901.61,1540.73,360.88,Completed
ORD000849,2025-01-31,CUST00687,PROD0053,B002,2,1111.68,0.1,1000.51,723.21,277.3,Completed
ORD000854,2025-12-22,CUST01256,PROD0087,B003,3,3543.19,0.1,3188.87,2474.09,714.78,Completed
ORD000858,2025-03-07,CUST01746,PROD0081,B004,4,532.43,0.2,425.95,396.43,29.52,Completed
ORD000859,2025-01-18,CUST01682,PROD0057,B002,4,4020.4,0.0,4020.4,2595.81,1424.59,Completed
ORD000868,2025-09-07,CUST00553,PROD0076,B003,5,1499.88,0.05,1424.88,1200.24,224.64,Completed
ORD000872,2025-07-15,CUST02442,PROD0049,B003,1,1332.72,0.0,1332.72,771.08,561.64,Completed
ORD000880,2025-05-26,CUST02462,PROD0013,B003,3,2029.66,0.2,1623.73,1373.17,250.56,Completed
ORD000881,2025-04-18,CUST02465,PROD0002,B004,1,680.14,0.05,646.13,411.26,234.87,Completed
ORD000883,2025-12-20,CUST01039,PROD0046,B002,5,1116.68,0.05,1060.84,842.77,218.07,Completed
ORD000888,2025-10-22,CUST01443,PROD0076,B001,4,1199.9,0.1,1079.91,960.2,119.71,Completed
ORD000891,2025-10-26,CUST00635,PROD0011,B001,2,1695.9,0.05,1611.1,1315.25,295.85,Completed
ORD000895,2025-03-16,CUST02479,PROD0021,B003,4,3380.64,0.0,3380.64,2054.31,1326.33,Completed
ORD000899,2025-02-11,CUST02410,PROD0068,B005,3,3074.8,0.25,2306.1,2470.09,-163.99,Completed
ORD000902,2025-09-10,CUST00922,PROD0049,B001,1,1332.72,0.1,1199.45,771.08,428.37,Completed
ORD000904,2025-05-03,CUST02076,PROD0081,B001,2,266.21,0.0,266.21,198.21,68.0,Completed
ORD000905,2025-04-23,CUST01321,PROD0006,B003,5,3347.32,0.1,3012.59,2429.52,583.07,Completed
ORD000906,2025-07-27,CUST01274,PROD0093,B001,4,3465.41,0.05,3292.14,2542.69,749.45,Completed
ORD000917,2025-07-30,CUST02030,PROD0069,B004,4,5060.14,0.2,4048.11,2745.75,1302.36,Completed
ORD000920,2025-04-06,CUST02356,PROD0089,B001,4,934.87,0.15,794.64,902.35,-107.71,Completed
ORD000925,2025-10-29,CUST00737,PROD0025,B002,5,4950.22,0.05,4702.71,2953.59,1749.12,Completed
ORD000928,2025-01-01,CUST01032,PROD0097,B003,1,1761.17,0.05,1673.11,1084.62,588.49,Completed
ORD000929,2025-12-10,CUST02190,PROD0107,B002,1,1778.2,0.05,1689.29,1087.67,601.62,Completed
ORD000933,2025-05-10,CUST00627,PROD0073,B003,3,548.4,0.1,493.57,359.92,133.65,Completed
ORD000938,2025-09-29,CUST01733,PROD0050,B003,3,3297.42,0.05,3132.55,1902.8,1229.75,Completed
ORD000941,2025-05-26,CUST00692,PROD0001,B002,5,9696.97,0.05,9212.12,5315.89,3896.23,Completed
ORD000945,2025-12-18,CUST00098,PROD0105,B001,5,2108.69,0.15,1792.38,1553.98,238.4,Completed
ORD000951,2025-11-01,CUST00900,PROD0079,B002,2,346.61,0.15,294.61,233.14,61.47,Completed
ORD000954,2025-08-16,CUST00186,PROD0022,B005,5,6321.69,0.05,6005.6,4567.91,1437.69,Completed
ORD000956,2025-08-26,CUST00469,PROD0043,B003,5,1456.99,0.1,1311.29,893.23,418.06,Completed
ORD000961,2025-04-21,CUST00485,PROD0010,B001,4,7370.22,0.0,7370.22,4287.98,3082.24,Completed
ORD000963,2025-03-25,CUST00427,PROD0096,B003,1,1776.92,0.05,1688.08,1034.47,653.61,Completed
ORD000965,2025-06-28,CUST00907,PROD0088,B003,2,897.74,0.1,807.97,579.21,228.76,Completed
ORD000966,2025-01-20,CUST00628,PROD0017,B005,1,869.59,0.05,826.12,631.98,194.14,Completed
ORD000968,2025-06-15,CUST00147,PROD0005,B004,5,6111.97,0.05,5806.37,3768.65,2037.72,Completed
ORD000969,2025-09-17,CUST00641,PROD0052,B001,2,1321.37,0.0,1321.37,906.7,414.67,Completed
ORD000971,2025-11-03,CUST02036,PROD0018,B003,3,5163.92,0.0,5163.92,3215.72,1948.2,Completed
ORD000983,2025-11-17,CUST00904,PROD0013,B001,3,2029.66,0.15,1725.21,1373.17,352.04,Completed
ORD000985,2025-07-02,CUST00660,PROD0070,B005,1,200.52,0.05,190.5,137.59,52.91,Completed
ORD000987,2025-12-01,CUST01480,PROD0104,B003,4,6409.81,0.1,5768.83,4238.27,1530.56,Completed
ORD000994,2025-05-10,CUST00762,PROD0048,B004,3,2665.1,0.15,2265.34,1846.48,418.86,Completed
ORD000998,2025-02-18,CUST01123,PROD0045,B005,1,1004.75,0.0,1004.75,716.56,288.19,Completed
ORD001001,2025-04-23,CUST02047,PROD0065,B005,2,2702.67,0.1,2432.4,2022.43,409.97,Completed
ORD001006,2025-11-26,CUST00066,PROD0060,B001,5,447.63,0.1,402.86,293.88,108.98,Completed
ORD001010,2025-11-25,CUST01447,PROD0114,B004,5,6872.68,0.25,5154.51,5215.83,-61.32,Completed
ORD001012,2025-10-17,CUST01101,PROD0117,B003,5,3861.32,0.15,3282.12,2380.62,901.5,Completed
ORD001018,2025-01-30,CUST02215,PROD0063,B003,2,265.36,0.2,212.29,200.93,11.36,Completed
